Tienda,Categoría,Socket,Generación,Capacidad,Título,Stock,Precio,URL
Sercoplus,Case,-,All,-,COOLER DE CASE GAMEMAX GALEFORCE GMX-GF12B,20,22.8,https://www.sercoplus.com/accesorios-de-cases/11419-cooler-case-gamemax-galeforce-gmx-g12b.html
Sercoplus,Case,-,All,-,CASE GAMER HALION SCORPION 5906 VERDE F/400W,20,159.6,https://www.sercoplus.com/halion/6038-case-gamer-halion-scorpion-5906-verde.html
Sercoplus,Case,-,All,-,CASE GAMING GAMEMAX ASGARD LED ROJO F/GE550,20,243.2,https://www.sercoplus.com/gamemax/11798-case-gaming-gamemax-asgard-led-rojo-fuen.html
Sercoplus,Case,-,All,-,"CASE GIGABYTE C200G, RGB, V/TEMPLADO",20,304.0,https://www.sercoplus.com/gigabyte/12667-case-gigabyte-c200g-rgb-v-templado.html
Sercoplus,Case,-,All,-,"CASE ANTRYX NC-253, F/B500W, C/CINTA LED, V/TEMPLADO",14,273.6,https://www.sercoplus.com/antryx/13637-case-antryx-nc-253-f-b500w-c-cinta-led.html
Sercoplus,Case,-,All,-,"CASE MSI MAG FORGE 100R, V/TEMPLADO",20,250.8,https://www.sercoplus.com/msi/11089-case-msi-mag-forge-100r-argb.html
Sercoplus,Case,-,All,-,COOLER DE CASE GAMEMAX GALEFORCE GMX-GF12B,20,22.8,https://www.sercoplus.com/accesorios-de-cases/11419-cooler-case-gamemax-galeforce-gmx-g12b.html
Sercoplus,Case,-,All,-,"CASE GAMER HALION ARROW, F/500W, 3 COOLER RGB, V/TEMPLADO",9,288.8,https://www.sercoplus.com/halion/12879-case-gamer-halion-arrow-f-500w-rgb-v.html
Sercoplus,Case,-,All,-,"CASE MSI MPG SEKIRA 500G, V/TEMPLADO",7,617.5,https://www.sercoplus.com/cases/13704-case-msi-mpg-sekira-500g-v-templado.html
Sercoplus,Case,-,All,-,"CASE ANTRYX RX 470, ARGB, V. TEMPLADO",10,223.82,https://www.sercoplus.com/antryx/11324-case-antryx-rx-470-argb-v-templado.html
Sercoplus,Case,-,All,-,COOLER DE CASE GAMEMAX FN-12 RAINBOW-C,20,30.4,https://www.sercoplus.com/accesorios-de-cases/11425-cooler-case-gamemax-fn-12-rainbow-c.html
Sercoplus,Case,-,All,-,"CASE ANTRYX XTREME MICRO XM-330 C/FUENTE B500W, V/TEMPLADO",19,245.48,https://www.sercoplus.com/antryx/12264-case-antryx-xtreme-micro-xm-330-c-fuente.html
Sercoplus,Case,-,All,-,"CASE GAMER HALION RAINBOW, F/500W, 1 COO",20,273.6,https://www.sercoplus.com/halion/12880-case-gamer-halion-rainbow-f-500w-1-coo.html
Sercoplus,Case,-,All,-,CASE HALION STORM 7223 ROJO F/350W,8,152.0,https://www.sercoplus.com/halion/7770-halion-storm-7223-rojo-350w.html
Sercoplus,Case,-,All,-,"CASE ANTRYX XTREME NEO II F/B500W, V/TEMPLADO",20,289.56,https://www.sercoplus.com/antryx/10665-case-antryx-xtreme-neo-ii-c-b500w.html
Sercoplus,Case,-,All,-,"CASE HALION BULL 5516, F/350W, RGB, V/TEMPLADO",20,159.6,https://www.sercoplus.com/halion/13424-case-halion-bull-5516-f-350w-rgb-v-te.html
Sercoplus,Case,-,All,-,"CASE GAMING 1STPLAYER FIREBASE X7, COOLER RGB, V/TEMPLADO",20,233.7,https://www.sercoplus.com/1stplayer/13730-case-gaming-1stplayer-firebase-x7-coole.html
Sercoplus,Case,-,All,-,CASE GAMER HALION LIGHTING F/500W V/TEMPLADO,20,197.6,https://www.sercoplus.com/halion/10724-case-gamer-halion-lightning-rgb-v-temp-lateral.html
Sercoplus,Case,-,All,-,"CASE ANTRYX ELEGANT 680, F/350W, RGB",7,182.4,https://www.sercoplus.com/antryx/13738-case-antryx-elegant-680-f-350w-rgb.html
Sercoplus,Case,-,All,-,COOLER CASE GAMEMAX 120MM LED RED,15,26.6,https://www.sercoplus.com/accesorios-de-cases/8117-cooler-case-gamemax-120mm-led-red.html
Sercoplus,Case,-,All,-,"CASE HALION SCORPIO 5490, F/350W 3 FAN LED ROJO",14,167.2,https://www.sercoplus.com/halion/10903-case-halion-scorpio-5490-f-350w-3-fan-l.html
Sercoplus,Case,-,All,-,"CASE GAMING AVATEC CCA-4703BK, F/550W, V/TEMPLADO, RGB",20,254.6,https://www.sercoplus.com/cases/13669-case-gaming-avatec-cca-4703bk-f-550w-r.html
Sercoplus,PC,-,-,-,"ALL-IN-ONE LENOVO IDEACENTRE 330, CELERON J4025, 8GB, 1TB, 19.5"" HD,",18,1702.4,https://www.sercoplus.com/all-in-one/12470-all-in-one-lenovo-ideacentre-330-celero.html
Sercoplus,PC,-,-,-,"ALL- IN-ONE LENOVO IDEACENTRE AIO 3 24IMB05, CI3-10100T, 4GB, 1TB, 23.8"" IPS FHD.",6,2378.8,https://www.sercoplus.com/all-in-one/12524-all-in-one-lenovo-ideacentre-aio-3-24im.html
Sercoplus,PC,-,-,-,"Pc Plus Intel: CORE i3-9100, 8GB RAM, SSD 240GB, CASE F/350W",11,1083.0,https://www.sercoplus.com/pc-plus-intel/13542-pc-plus-intel-i3-9100-8gb-ram-ssd-240.html
Sercoplus,PC,-,-,-,"Pc Plus Intel: CORE i3-9100, 8GB RAM, SSD 240GB, CASE F/350W",11,1083.0,https://www.sercoplus.com/pc-plus-intel/13542-pc-plus-intel-i3-9100-8gb-ram-ssd-240.html
Sercoplus,PC,-,-,-,"Pc Gaming Plus Amd: RYZEN 3 PRO 4350G, 16GB, SSD 500GB, CASE ARGB F/500W",20,1535.2,https://www.sercoplus.com/pc-gaming-plus-amd/13770-pc-gaming-plus-amd-ryzen-3-pro-4350g-8.html
Sercoplus,PC,-,-,-,"Pc Gaming Plus Amd: RYZEN 5 5600g, 16GB, SSD 500GB, CASE ARGB F/500W",14,1991.2,https://www.sercoplus.com/pc-gaming-plus-amd/13771-pc-gaming-plus-amd-ryzen-5-5600g-16gb.html
Sercoplus,PC,-,-,-,"Pc Gaming Plus Amd: RYZEN 7 5700g, 16GB, SSD 500GB, CASE RGB F/550W",20,2371.2,https://www.sercoplus.com/pc-gaming-plus-amd/13775-pc-gaming-plus-amd-ryzen-5-5700g-16gb.html
Sercoplus,PC,-,-,-,"Pc Gaming Plus Amd: RYZEN 3 PRO 4350G, 8GB, SSD 250GB, CASE RGB, F/500G",20,1254.0,https://www.sercoplus.com/computadoras/13768-pc-gaming-plus-amd-ryzen-3-pro-4350g-8.html
Sercoplus,Laptop,-,-,-,"LAPTOP LENOVO V14-ARE, AMD RYZEN 7-4700U, 8GB, 1TB, 14"" HD.",15,2325.6,https://www.sercoplus.com/laptops-amd-ryzen-athlon/11156-laptop-lenovo-v14-are-amd-ryzen-7-4700u.html
Sercoplus,Laptop,-,-,-,"LAPTOP LENOVO V14 IIL, INTEL CORE I3-1005G1, 4GB, 1TB, 14"" HD.",20,1763.2,https://www.sercoplus.com/laptops-intel-core-i3/12004-laptop-lenovo-v14-iil-intel-core-i3-100.html
Sercoplus,Laptop,-,-,-,"LAPTOP CHUWI GemiBook, INTEL CELERON, 12GB, SSD 256GB, 13.0"" IPS 2K, WINDOWS.",20,1550.4,https://www.sercoplus.com/laptops-intel-celeron/12393-laptop-chuwi-gamibook-intel-celeron-12.html
Sercoplus,Laptop,-,-,-,"LAPTOP CHUWI COREBOOK PRO, INTEL CORE I3-6157U, 8GB, SSD 256GB, 13.0"" IPS 2K, WINDOWS.",20,1896.2,https://www.sercoplus.com/laptops-intel-core-i3/12394-laptop-chuwi-corebook-pro-intel-core-i3.html
Sercoplus,Laptop,-,-,-,"LAPTOP ASUS E410MA-202 BLUE, CELERON N4020, 4GB, 128GB EMMC, 14"" HD, TECLADO Y WIN INGLES.",20,1474.4,https://www.sercoplus.com/laptops-intel-celeron/12396-laptop-asus-e410ma-202-blue-celeron-n40.html
Sercoplus,Laptop,-,-,-,"LAPTOP ASUS E410MA-202 PINK, CELERON N4020, 4GB, 128GB EMMC, 14"" HD TECLADO Y WIN INGLES",11,1497.2,https://www.sercoplus.com/laptops-intel-celeron/12397-laptop-asus-e410ma-202-pnik-celeron-n40.html
Sercoplus,Laptop,-,-,-,"LAPTOP CHUWI HEROBOOK PRO+, CELERON J3455, 8GB, SSD 128GB, 13.3"" IPS 3K,",20,1390.8,https://www.sercoplus.com/laptops-intel-celeron/12480-laptop-chuwi-herobook-pro-celeron-j345.html
Sercoplus,Laptop,-,-,-,"LAPTOP HP 240 G7, CELERON N4020, 4GB, 500GB, 14"" HD.",20,1618.8,https://www.sercoplus.com/laptops-intel-celeron/12492-laptop-hp-240-g7-celeron-n4020-4gb-50.html
Sercoplus,Laptop,-,-,-,"LAPTOP DYNABOOK (TOSHIBA) TECRA A40-G, Ci3-10110U, 8GB, 256GB SSD, 14"" HD.",20,2242.0,https://www.sercoplus.com/laptops-intel-core-i3/12499-laptop-dinabook-todhiba-tecra-a40-g-c.html
Sercoplus,Laptop,-,-,-,"LAPTOP HP PAVILION GAMING 5-DK1024LA, CI5-10300H, 8GB, SSD 256GB, 15.6"" HD, GTX 1050 3GB",11,3197.02,https://www.sercoplus.com/laptops-gaming-intel/12505-laptop-hp-pavilion-gaming-5-dk1024la-ci.html
Sercoplus,Laptop,-,-,-,"TABLET LENOVO TAB M10 HD, 10"" HD, 2GB + 32GB, 4G LITE, 5MP + 8MP, ANDROID 10",6,896.8,https://www.sercoplus.com/tablet/12517-tablet-lenovo-tab-m10-hd-10-hd-2gb.html
Sercoplus,Laptop,-,-,-,"LAPTOP LENOVO YOGA SLIM 7 14ITL05, CI5-1135G7, 8GB, SSD 256GB, 14"" FHD, WINDOWS.",9,2979.2,https://www.sercoplus.com/laptops-intel-core-i5/12520-laptop-lenovo-yoga-slim-7-14itl05-ci5-1.html
Sercoplus,Laptop,-,-,-,"LAPTOP HP 245 G7, RYZEN 5 3500U, 8GB, 1TB, 14"" HD, FREE DOS.",7,2188.8,https://www.sercoplus.com/laptops-amd-ryzen-athlon/12569-laptop-hp-245-g7-ryzen-5-3500u-8gb-1t.html
Sercoplus,Laptop,-,-,-,"LAPTOP CHUWI HEROBOOK PRO+, CELERON J3450, 8GB, SSD 256GB, 13.3"" IPS 3K,",5,1314.8,https://www.sercoplus.com/laptops-intel-celeron/12631-laptop-chuwi-herobook-pro-celeron-j345.html
Sercoplus,Laptop,-,-,-,"LAPTOP HP 245 G7, AMD ATHLON SILVER 3050U, 4GB, 500GB, 14"" HD, WIN 10",20,1406.0,https://www.sercoplus.com/laptops-amd-ryzen-athlon/12783-laptop-hp-245-g7-amd-athlon-silver-3050.html
Sercoplus,Laptop,-,-,-,"LAPTOP HP 245 G7 AMD RYZEN 3 3250U, 4GB, 1TB, 14"" HD, WIN.",8,1816.4,https://www.sercoplus.com/laptops-amd-ryzen-athlon/12833-laptop-hp-245-g7-amd-ryzen-3-3250u-4gb.html
Sercoplus,Laptop,-,-,-,"LAPTOP DELL INSPIRON 3501, CI3-1115G4, 4GB, 1TB, 15.6"", HD FREE.",20,1755.6,https://www.sercoplus.com/laptops-intel-core-i3/13060-laptop-dell-inspiron-3501-ci3-1115g4-4.html
Sercoplus,Laptop,-,-,-,"LAPTOP DELL INSPIRON 3501, CI3-1115G4, 4GB, 1TB, 15.6"" HD, FREE.",20,1763.2,https://www.sercoplus.com/laptops-intel-core-i3/13061-laptop-dell-inspiron-3501-ci3-1115g4-4.html
Sercoplus,Laptop,-,-,-,TABLETA GRAFICA WACOM INTUOS PEN BLUETOO M GREEN,8,684.0,https://www.sercoplus.com/tabletas-graficas/10686-tableta-grafica-wacom-intuos-pen-bluetoo.html
Sercoplus,Laptop,-,-,-,TABLETA GRAFICA WACOM INTUOS PEN & BLUETOOTH S PISTACHIO,8,391.4,https://www.sercoplus.com/tabletas-graficas/10141-tableta-grafica-wacom-intuos-pen-bluet.html
Sercoplus,Laptop,-,-,-,"LAPTOP ASUS FX516PC-HN004, CI7-11370H, SSD 512GB, 16GB, RTX 3050, 15.6"", GRAY.",8,4993.2,https://www.sercoplus.com/laptops-gaming-intel/13697-laptop-asus-fx516pc-hn004-ci7-11370h-s.html
Sercoplus,Laptop,-,-,-,"LAPTOP LENOVO V15 ADA, AMD ATHLON SILVER 3050U, 4GB DDR4, 1TB HDD, 15.6"" HD.",20,1026.0,https://www.sercoplus.com/laptops-amd-ryzen-athlon/13722-laptop-lenovo-v15-ada-amd-athlon-silver.html
Sercoplus,Laptop,-,-,-,"LAPTOP HP 240 G8, CI3-1005G1, 4GB DDR4, 1TB HDD, 14"" HD.",19,1322.4,https://www.sercoplus.com/laptops-intel-core-i3/12573-laptop-hp-240-g8-ci3-1005g1-4gb-1tb.html
Sercoplus,Laptop,-,-,-,"LAPTOP ACER TRAVELMATE B3 TMB311-31-C343, C N4020, 4GB, 64GB EMMC, 11.6"" HD.",20,1147.6,https://www.sercoplus.com/laptops-intel-celeron/12425-laptop-acer-travelmate-b3-tmb311-31-c343.html
Sercoplus,Laptop,-,-,-,"LAPTOP LENOVO V14 G2 ALC, AMD RYZEN 3 5300, 8GB, 1TB, 14"" HD.",20,1238.42,https://www.sercoplus.com/laptops-amd-ryzen-athlon/13796-laptop-lenovo-v14-g2-alc-amd-ryzen-3-53.html
